Symbol,EndDate,Quarter,NetIncome,StockholdersEquity,TotalAssets,NetSales,ROE,Percent_Growth
BFAM,2017-06-30,Q2,74414000,722037000,2418372000,867710000,0.4122448018591845,32.78072511165685
UAMY,2017-06-30,Q2,-408258,11102745,17533395,5457811,-0.14708362661666102,23.076924840374172
NFBK,2017-06-30,Q2,18358000,638519000,3859636000,64729000,0.1150036255773125,-3.0903719596834316
SHW,2017-06-30,Q2,558263000,2391260000,20717398000,6497204000,0.9338390639244583,16.13005257186861
WYY,2017-06-30,Q2,-2454392,26113622,44513486,37492745,-0.37595581340650486,19.56521987013651
OCFC,2017-06-30,Q2,19698000,587303000,5202200000,92893000,0.13415902864449866,10.471969606766192
MMSI,2017-06-30,Q2,24286000,666482000,1051851000,357618000,0.14575637451574086,34.20707395832771
IBTX,2017-06-30,Q2,33805000,1259592000,8593979000,135822000,0.10735222198934258,12.268912692029938
PTEN,2017-06-30,Q2,-155723000,3617803000,5404056000,884361000,-0.17217410677143005,-10.846956295832694
MDIT,2017-06-30,Q2,-2580000,8331000,18114000,3168000,-1.238746849117753,-63.636363882663815
EDUC,2017-05-31,Q1,1225300,16451700,61667300,26930800,0.29791450123695423,119.79694192965971
SFST,2017-06-30,Q2,6716000,142736000,1539226000,28890000,0.18820760004483802,19.298250129859298
WYNN,2017-06-30,Q2,239320000,273423000,11856899000,3004941000,3.501095372371746,24.768865516045622
VIAV,2017-07-01,FY,166900000,786400000,2110500000,726400000,0.21223296032553407,-2.754035794939186
CNDT,2017-06-30,Q2,-4000000,3317000000,7648000000,1485000000,-0.00482363581549593,13.98996583823637
WRIT,2017-06-30,Q1,-343607,3562940,4647637,64985,-0.3857567065401045,-65.43252656351076
RBB,2017-06-30,Q2,14029000,192337000,1533599000,34280000,0.2917587359686384,37.55887968796267
GCBC,2017-06-30,FY,11187000,83521000,982291000,33459000,0.13394236180122365,24.63235505518198
WAYS,2017-06-30,Q2,-246157,1147082,1800813,209061,-0.8583762974225033,-20.0
IEP,2017-06-30,Q2,1565000000,4231000000,32557000000,8601000000,1.4795556606003308,37.55322835556198
GTLS,2017-06-30,Q2,380000,718465000,1239309000,442308000,0.0021156214986116236,77.59862112916139
PNR,2017-06-30,Q2,351500000,4903500000,8669100000,2448800000,0.28673396553482206,-5.835403041414507
AC,2017-06-30,Q2,-8391000,886920000,926837000,10082000,-0.03784332296035719,11.617644952902689
CBFV,2017-06-30,Q2,3505000,91900000,872389000,15740000,0.15255712731229598,32.56262240657557
KAMN,2017-06-30,Q2,19749000,600346000,1449135000,884947000,0.13158411982423468,39.74334055349139
DFS,2017-06-30,Q2,1110000000,11259000000,93757000000,4616000000,0.3943511857180922,13.217567481775298
CADE,2017-06-30,Q2,55085000,1304054000,9811557000,188994000,0.16896539560478324,8.032789386686732
AIT,2017-06-30,FY,133910000,745256000,1387595000,2593746000,0.1796832229462091,18.7976332467958
CBI,2017-06-30,Q2,-370605000,1071964000,7146279000,3110829000,-1.382900918314421,-80.95238078343354
DIT,2017-06-30,Q3,1919996,67331260,112709318,936994299,0.11406268054392565,-16.587677725118482
CHEF,2017-06-30,Q2,2032000,197322000,637640000,619346000,0.04119155492038394,119.23076923076923
SCMP,2017-06-30,Q2,-176543000,26348000,365083000,68391000,-26.801730681645665,71.42857142857143
WDC,2017-06-30,FY,397000000,11418000000,29860000000,19093000000,0.034769661937291994,-12.62979120172352
IVAC,2017-07-01,Q2,2929000,78107000,113203000,58286000,0.14999935985251,-56.50224151961122
PMTS,2017-06-30,Q2,-6668000,-105762000,255534000,63588000,0.25218887691231257,-85.96491228070175
LAYN,2017-07-31,Q2,-27806000,55928000,391426000,237667000,-1.9886997568302103,45.514632911939565
CWI,2017-06-30,Q2,9140000,775083000,2423166000,331058000,0.04716914188544969,3.8138014756492518
NGVT,2017-06-30,Q2,58800000,185600000,874100000,478800000,1.2672413793103448,40.871077457891126
CZWI,2017-06-30,Q3,2957000,66010000,665641000,20108000,0.17918497197394334,1.2160234753967027
UBSI,2017-06-30,Q2,75868000,3237421000,19035600000,275705000,0.0937388124683197,-7.142855057563488
GCO,2017-07-29,Q2,-3948000,915334000,1597513000,616506000,-0.017252718679738762,24.61059782369728
CHYL,2017-06-30,Q2,46181,525909,1047854,234906,0.3512470788672565,-23.076919109158116
TMUS,2017-06-30,Q2,581000000,19614000000,67159000000,7445000000,0.11848679514632406,-1.4351681742230542
ISRG,2017-06-30,Q2,401300000,4522300000,5250800000,1148200000,0.3549521261305088,53.46226444804197
HAFC,2017-06-30,Q2,28240000,550140000,4973346000,99674000,0.20532955247755116,-0.3514951802742747
OWCP,2017-06-30,Q2,-1880494,1237157,1412776,0,-6.080049662249819,-62.41935587760437
ANSS,2017-06-30,Q2,133036000,2189415000,2760965000,517329000,0.24305305298447302,43.14595022923609
RYN,2017-06-30,Q2,65856000,1571720000,2952794000,381232000,0.16760237192375232,34.48035457458038
HLIT,2017-06-30,Q2,-55527000,227581000,508016000,100594000,-0.9759514194945975,-19.047619047619047
MLI,2017-07-01,Q2,58288000,493371000,1297264000,1192186000,0.47256932409890323,-4.89848670360436
FCX,2017-06-30,Q2,641000000,6673000000,37043000000,7052000000,0.3842349767720665,43.71357119023793
MARK,2017-06-30,Q2,-4333000,-4876000,101321000,32555000,3.5545529122231336,41.15522526062163
