Symbol,EndDate,Quarter,NetIncome,StockholdersEquity,TotalAssets,NetSales,ROE,Percent_Growth
SAH,2016-06-30,Q2,37446000,674928000,3511225000,3754194000,0.2219258943176161,12.215079357293764
BCRX,2016-06-30,Q2,-39113000,13387000,82217000,0,-11.686860386942556,103.16901955309443
OVTZ,2016-06-30,Q2,-258731,-127047,31552,0,8.14599321510937,-62.96296388278769
HURN,2016-06-30,Q2,21171000,625953000,1142557000,364748000,0.13528811268577673,-29.245280874615027
ESRX,2016-06-30,Q2,1259300000,15403100000,50858600000,50014100000,0.32702507936714037,-15.712405254096067
GRWC,2016-06-30,FY,-1496455,-707044,1698731,118533,2.1164948716062932,-57.14285714285714
WPS,2016-06-30,Q2,70800000,1552500000,4568600000,706200000,0.18241545893719807,0.7344952940476918
HQY,2016-07-31,Q2,16306000,239459000,250585000,88198000,0.2723806580667254,61.683198979336815
AMCX,2016-06-30,Q2,203452000,85225000,4665403000,1391411000,9.548935171604576,-11.850380775238435
HNDI,2016-05-31,FY,-872797,-741908,1496972,0,1.1764221439855076,-81.02466711963426
ES,2016-06-30,Q2,451562000,10509408000,30882663000,3822819000,0.17186962386463633,1.3355579577321364
TGEN,2016-06-30,Q2,-1373669,11166758,19050803,4675008,-0.49205651273180634,-34.88234977876158
MKL,2016-06-30,Q2,244319000,8438369000,26335628000,2752119000,0.11581337578387482,1.7517098273529839
TMP,2016-06-30,Q2,28816000,552918000,5924906000,99726000,0.20846490799720754,23.153850848858173
TCON,2016-06-30,Q2,-14823000,18091000,37898000,2017000,-3.2774307666795646,-45.20547849760497
BOJA,2016-06-26,Q2,17875000,187106000,560211000,246088000,0.3821363291396321,-3.9393916274562026
MRVL,2015-08-01,Q2,-757850000,4213997000,5665956000,1434780000,-0.7193645368043688,-5.849355520933916
MLI,2016-07-02,Q2,56924000,872655000,1420475000,1076880000,0.26092327437532586,-4.154862057931286
NBR,2016-06-30,Q2,-585119000,3715850000,8656305000,1169162000,-0.6298628846697256,-19.00497512437811
ABMC,2016-06-30,Q2,-43000,1098000,3592000,2975000,-0.15664845173041894,-28.57142781116525
RMD,2016-06-30,FY,352409000,1694831000,3258935000,1838713000,0.20793164628213667,21.919969786487357
PHM,2016-06-30,Q2,201060000,4818117000,9507056000,78930000,0.1669199813952214,23.447920720842742
TRNS,2016-06-25,Q1,834000,40050000,85221000,17175000,0.08329588014981273,21.000003814697266
ISTR,2016-06-30,Q2,3995000,112763000,1126930000,21097000,0.14171315059017586,46.94408461186975
DAL,2016-06-30,Q2,2492000000,11810000000,51634000000,19698000000,0.844030482641829,47.872628275084594
KO,2016-07-01,Q2,4953000000,26637000000,94094000000,21821000000,0.7437774524158126,-0.5984052840322027
ROCK,2016-06-30,Q2,23482000,449579000,913000000,496776000,0.2089243492244967,11.181497666835913
LIME,2016-06-30,Q2,-10746000,-5769000,46208000,44163000,7.450858034321373,-5.405410920322552
SSP,2016-06-30,Q2,16376000,924401000,1687289000,437315000,0.07086102243506877,13.63636254169616
JUNO,2016-06-30,Q2,-135905000,1158680000,1488604000,37377000,-0.46917181620464665,-21.409989168204437
PGOL,2016-05-31,FY,-145734,462224,982098,0,-0.31528869119734154,-29.212599201250853
CLH,2016-06-30,Q2,-16905000,1116343000,3692381000,1114793000,-0.06057278094635789,4.663212966251752
RCAR,2016-06-30,Q2,-1308245,190995,456981,0,-27.398518285819,57.02478646759832
ROYE,2016-06-30,Q2,-12473000,27691000,167140000,49998000,-1.8017406377523384,-46.666666666666664
HUBS,2016-06-30,Q2,-21218000,120452000,236534000,123934000,-0.7046126257762428,50.39153801360921
SBGI,2016-06-30,Q2,76229000,570512000,5779677000,1245423000,0.534460274279945,12.190218738262717
GURE,2016-06-30,Q2,19663983,349919946,374775781,82096217,0.2247826478574045,5.1948127547131016
MOD,2016-06-30,Q1,8900000,381100000,925400000,347200000,0.09341380215166623,87.49999593604704
NYMT,2016-06-30,Q2,31384000,863967000,9388142000,161392000,0.14530184601958177,2.459017995287442
SXT,2016-06-30,Q2,59287000,862318000,1714002000,703304000,0.27501223446570755,12.373311940098944
USB,2016-06-30,Q2,2937000000,47390000000,438463000000,6473000000,0.2479004009284659,28.39076724123906
SPSC,2016-06-30,Q2,1396000,236842000,287755000,92950000,0.02357689936751083,5.726074765802132
PLAB,2016-07-31,Q3,49106000,706310000,1000443000,376088000,0.27809885177896393,4.384134442993471
AVGO,2016-07-31,Q3,-1193000000,19473000000,49752000000,9104000000,-0.24505725876855133,53.122135360796044
LTRX,2016-06-30,FY,-1962000,19718000,27779000,40592000,-0.09950299218987727,148.45360976778767
KFFB,2016-06-30,FY,1501000,67515000,291871000,11634000,0.022232096571132343,15.1219487800121
RVNC,2016-06-30,Q2,-44500000,215776000,237009000,150000,-0.8249295565771911,92.64705902977384
OPTT,2016-07-31,Q1,-3827447,3333022,13125053,202389,-4.593365420330259,-84.61538443624038
CNOB,2016-06-30,Q2,21250000,484414000,4262914000,78564000,0.1754697428232875,44.678147673888596
ATNI,2016-06-30,Q2,8911000,670666000,1045384000,189676000,0.05314717012641166,-11.708007834714815
ENG,2016-06-25,Q2,-2352000,37423000,48751000,28654000,-0.25139620019773934,0.8474669590729236
ALTX,2016-06-30,Q3,-283000,1631000,2668000,17000,-0.6940527283874923,7.500006053596871
ESIO,2016-07-02,Q1,-118000,170781000,222894000,38200000,-0.002763773487683056,38.48739555062031
MTN,2016-07-31,FY,149454000,874540000,2482018000,1601286000,0.17089441306286735,47.99580809515006
FSTJ,2016-06-30,FY,-32450,-93556,7831,0,0.3468510838428321,0.0
APHD,2016-04-30,FY,-125638,-475875,1327,904,0.2640147097452062,-66.88741805506275
XRX,2016-06-30,Q2,158000000,9178000000,24641000000,1145000000,0.06886031815210285,16.449316716008216
HNI,2016-07-02,Q2,40869000,505544000,1354730000,1037575000,0.3233665121136835,-14.128798901945602
HOG,2016-06-26,Q2,530920000,2021007000,10348440000,3246723000,1.0508028918257086,31.021471373481813
BKSC,2016-06-30,Q2,2507846,41516988,424944857,7402733,0.24162118889742193,28.156559418481176
PODD,2016-06-30,Q2,-16679000,27444000,263045000,168543000,-2.4309867366273137,65.97221893713375
GTLS,2016-06-30,Q2,14891000,693137000,1209456000,440852000,0.08593394956552601,43.43142069654351
BSRR,2016-06-30,Q2,8122000,198315000,1843288000,31967000,0.1638201850591231,47.69322246712623
MSN,2016-06-30,Q1,-54000,57176000,61487000,5471000,-0.0037778088708549044,138.5964967317309
QLYS,2016-06-30,Q2,8321000,227437000,368851000,94714000,0.14634382268496332,36.195904734940285
CIEN,2016-07-31,Q3,35997000,721559000,3043658000,1535017000,0.19955124944737715,32.172560331053866
TPB,2016-06-30,Q2,3033000,10820000,246377000,101447000,1.1212569316081331,51.21712795281513
PRTS,2016-07-02,Q2,1671000,23806000,76218000,158861000,0.2807695538939763,-21.601939106967308
COBZ,2016-06-30,Q2,15897000,286052000,3457516000,62695000,0.2222952470180247,48.11965988223834
CBNT,2015-03-31,Q1,-399761,-985853,191758,152798,1.6219902967278084,-30.000004967053535
REX,2016-07-31,Q2,12495000,319059000,417804000,215929000,0.15664814344682332,52.92581456545889
PTCT,2016-06-30,Q2,-80147000,165624000,305563000,34528000,-1.9356373472443607,162.96295063573874
